,epoch,train_loss,val_loss
0,1,564009.0042419434,0.0
1,2,393787.1851119995,0.0
2,3,260755.9044418335,0.0
3,4,252103.03164672852,0.0
4,5,246908.4655303955,83234.3337097168
5,6,246198.5227432251,0.0
6,7,243259.78157043457,0.0
7,8,240491.06881713867,0.0
8,9,238980.7660522461,0.0
9,10,239724.10104370117,78840.67471313477
10,11,235806.08939361572,0.0
11,12,233390.65759277344,0.0
12,13,231241.5606689453,0.0
13,14,230157.34341430664,0.0
14,15,228115.3833618164,76465.98876953125
15,16,231072.48763275146,0.0
16,17,222891.19635009766,0.0
17,18,222455.90097045898,0.0
18,19,217342.44799804688,0.0
19,20,216063.8673400879,75637.54641723633
20,21,208614.6361694336,0.0
21,22,201628.21598815918,0.0
22,23,203355.25215148926,0.0
23,24,201645.10402679443,0.0
24,25,196260.53231811523,74661.03161621094
25,26,194421.893989563,0.0
26,27,192908.03034973145,0.0
27,28,191261.77346801758,0.0
28,29,189159.5613937378,0.0
29,30,190811.56021118164,73258.78680419922
30,31,187385.9260559082,0.0
31,32,185457.8038635254,0.0
32,33,187576.13746643066,0.0
33,34,184633.36518859863,0.0
34,35,182552.99063110352,72941.74014282227
35,36,180883.63679504395,0.0
36,37,181038.18772506714,0.0
37,38,177845.62759399414,0.0
38,39,178684.44479370117,0.0
39,40,177003.35484313965,72417.57583618164
40,41,176642.81517791748,0.0
41,42,177533.30573272705,0.0
42,43,175626.93447875977,0.0
43,44,174662.69835662842,0.0
44,45,178022.8840637207,71992.9853515625
45,46,173190.4121246338,0.0
46,47,176602.29515075684,0.0
47,48,176377.79782104492,0.0
48,49,172352.35284042358,0.0
49,50,174606.3832397461,71212.32879638672
50,51,175003.7508544922,0.0
51,52,174979.51959228516,0.0
52,53,176272.0408706665,0.0
53,54,176518.7999267578,0.0
54,55,175034.10863494873,70676.54006958008
55,56,171923.86575317383,0.0
56,57,173153.96704101562,0.0
57,58,171919.4708404541,0.0
58,59,171798.59925079346,0.0
59,60,170858.81826782227,69973.86740112305
60,61,173110.26266479492,0.0
61,62,170497.27421569824,0.0
62,63,171346.94032287598,0.0
63,64,171668.36576080322,0.0
64,65,169898.35622406006,69273.5092163086
65,66,174163.87475585938,0.0
66,67,170577.53340911865,0.0
67,68,169767.45803070068,0.0
68,69,165494.90887451172,0.0
69,70,170158.7866821289,68895.7395324707
70,71,169433.9089202881,0.0
71,72,170930.22428131104,0.0
72,73,165468.24674987793,0.0
73,74,167303.03411102295,0.0
74,75,168976.435836792,68242.6450805664
75,76,169393.05569458008,0.0
76,77,167620.68254852295,0.0
77,78,168944.7766418457,0.0
78,79,167732.0196762085,0.0
79,80,166480.90627288818,68074.29458618164
80,81,166728.58750915527,0.0
81,82,165194.99669265747,0.0
82,83,165356.5520248413,0.0
83,84,167918.8437347412,0.0
84,85,165554.14138412476,67890.26147460938
85,86,166344.21571350098,0.0
86,87,165717.4280128479,0.0
87,88,165060.57626342773,0.0
88,89,164494.3159942627,0.0
89,90,163595.52557373047,66893.46728515625
90,91,163754.94995117188,0.0
91,92,162643.93516540527,0.0
92,93,162229.77723693848,0.0
93,94,159291.89143371582,0.0
94,95,162558.1981201172,67227.44653320312
95,96,163113.6834564209,0.0
96,97,161244.10273742676,0.0
97,98,163333.2373199463,0.0
98,99,163734.0659942627,0.0
99,100,161227.06203079224,66596.58624267578
100,101,160738.65669250488,0.0
101,102,160796.86278533936,0.0
102,103,158379.38607788086,0.0
103,104,158587.58256530762,0.0
104,105,162918.90718841553,65894.97982788086
105,106,159956.66954040527,0.0
106,107,159752.05117797852,0.0
107,108,156448.8493270874,0.0
108,109,157528.83473587036,0.0
109,110,162306.88749694824,65779.6567993164
110,111,158895.93594360352,0.0
111,112,158761.08481025696,0.0
112,113,161727.5723876953,0.0
113,114,158500.54299545288,0.0
114,115,157449.65571594238,65612.9779663086
115,116,155426.81730651855,0.0
116,117,157305.0958328247,0.0
117,118,157733.6375732422,0.0
118,119,157390.17153167725,0.0
119,120,154251.02418899536,64956.709075927734
120,121,154676.35330963135,0.0
121,122,157503.1444091797,0.0
122,123,151496.71883392334,0.0
123,124,153640.90441131592,0.0
124,125,154784.38790130615,64511.63619995117
125,126,150910.6233215332,0.0
126,127,155606.8910446167,0.0
127,128,154054.64323425293,0.0
128,129,153837.3145313263,0.0
129,130,155588.28118896484,64297.62435913086
130,131,157892.50151062012,0.0
131,132,154788.50888061523,0.0
132,133,156878.39037322998,0.0
133,134,153154.34454345703,0.0
134,135,155187.0668296814,64559.39028930664
135,136,152510.7548980713,0.0
136,137,152921.6732788086,0.0
137,138,154446.39962768555,0.0
138,139,153513.4832763672,0.0
139,140,153264.2797088623,64217.12356567383
140,141,152584.41160583496,0.0
141,142,155187.76167297363,0.0
142,143,156085.06101989746,0.0
143,144,150987.2548904419,0.0
144,145,151618.05339050293,64195.107421875
145,146,151600.95817565918,0.0
146,147,153232.03128051758,0.0
147,148,155330.2682571411,0.0
148,149,155791.34657287598,0.0
149,150,155187.85265350342,64462.49362182617
150,151,151909.22178649902,0.0
151,152,154627.7405052185,0.0
152,153,153305.85820007324,0.0
153,154,154283.81106567383,0.0
154,155,154220.19688415527,64430.587890625
155,156,155253.97171020508,0.0
156,157,153108.86628723145,0.0
157,158,151017.00624084473,0.0
158,159,155974.63733673096,0.0
159,160,150823.84375,64373.58428955078
160,161,152704.29907226562,0.0
161,162,152026.14057922363,0.0
162,163,155791.77980041504,0.0
163,164,154754.75061035156,0.0
164,165,153473.44552612305,64096.61001586914
165,166,155022.75016784668,0.0
166,167,154049.9881439209,0.0
167,168,154319.94918823242,0.0
168,169,154730.08835601807,0.0
169,170,153777.46910095215,64203.99237060547
170,171,152490.60749435425,0.0
171,172,151978.03386688232,0.0
172,173,151064.7098083496,0.0
173,174,153308.26329803467,0.0
174,175,146836.1233215332,64058.700775146484
175,176,154232.66995239258,0.0
176,177,155150.44554901123,0.0
177,178,154138.29147338867,0.0
178,179,151915.50188827515,0.0
179,180,154484.7237625122,64283.369720458984
180,181,151940.45349884033,0.0
181,182,153436.75157165527,0.0
182,183,154062.59799194336,0.0
183,184,151495.11072349548,0.0
184,185,153547.7685623169,64026.57470703125
185,186,153764.29048156738,0.0
186,187,155462.74180603027,0.0
187,188,152438.69397735596,0.0
188,189,154316.88445281982,0.0
189,190,153254.30612182617,63940.28439331055
190,191,151556.81991577148,0.0
191,192,155341.27795410156,0.0
192,193,151683.78762054443,0.0
193,194,151639.78353881836,0.0
194,195,151576.1704864502,63882.11849975586
195,196,152241.4700012207,0.0
196,197,154911.14297485352,0.0
197,198,151290.26934814453,0.0
198,199,156271.7968597412,0.0
199,200,154921.26231384277,63951.787353515625
200,201,152957.46283721924,0.0
